stop_id,stop_name,stop_lat,stop_lon,stop_desc
803616,Католицьке кладовище,46.44652168039975,30.727299405738613,
803615,вул. Велика Арнаутська,46.4733005662782,30.72606101611335,788
803587,вул. Європейська,46.47664141774406,30.739236474037174,
802154,10-а станція Великого Фонтану,46.413700777401516,30.755433378733766,17
803588,вул. Європейська,46.47685219307398,30.739030782683418,
798744,вул. Пастера,46.49406051274018,30.721163749694828,28
803614,вул. Туристська,46.44629569168737,30.69591964298694,
798745,вул. Пироговська,46.46407227159283,30.754149556159977,5
798746,вул. Пироговська,46.46376558066739,30.75458943843842,5-
798747,вул. Преображенська,46.47023528442392,30.730256438255314,28
798903,Інститут ім. Філатова,46.45423882637042,30.760425925254825,5
798748,вул. Преображенська,46.47024267370873,30.73112010955811,28-
798749,Преображенський парк,46.46882021789344,30.729151368141178,11-
798616,1-а станція Люстдорфської дороги,46.43737630371281,30.72631359100342,26-
798618,1-а станція Великого Фонтану,46.46106071359854,30.745384097099308,17
798775,вул. Гранітна,46.45416121601946,30.726973414421085,
798777,вул. Транспортна,46.45356250388029,30.728679299354557,26-
798779,вул. Євгена Чикаленка,46.38105864857449,30.741629004478458,18
798750,Преображенський парк,46.468714,30.729633,15
798780,вул. Євгена Танцюри,46.43580141325097,30.699287652969364,10-
798781,вул. Євгена Танцюри,46.43598626190694,30.699588060379032,10
798619,1-а станція Великого Фонтану,46.46137481025017,30.74536800384522,17-
798782,вул. Європейська,46.469758673434995,30.736248493194584,
798620,2-а ст. Люстдорфської дороги,46.43211540014503,30.727949738502502,26-
798752,вул. Старопортофранківська,46.47319091829153,30.725803971290592,21-
798753,вул. Федора Пішеніна,46.451681322292444,30.711008906364444,
798621,2-а станція Великого Фонтану,46.455550794135775,30.745266079902652,17
798783,вул. Європейська,46.469788230827014,30.73709607124329,28-
798784,вул. Єфімова,46.45119346105404,30.71459770202637,10-
798754,вул. Саксаганського,46.37953394235843,30.740169882774357,18
798785,вул. Єфімова,46.45123042039177,30.713921785354618,10
798786,вул. Іцкаха Рабіна,46.433649728768295,30.6973671913147,10
798622,2-а станція Великого Фонтану,46.45423143491319,30.74353873729706,17-
798755,вул. Саксаганського,46.379367406333294,30.739901661872864,18-
798623,2-е кладовище,46.450625,30.728149,26-
798787,вул. Іцкаха Рабіна,46.43347596359928,30.697061419487003,10-
798756,вул. Середньофонтанська,46.451888292406686,30.738678574562076,17
798625,3-я ст. Люстдорфської дороги,46.42587411950762,30.72431802749634,26-
798757,вул. Середньофонтанська,46.452642248314376,30.739386677742008,17-
798627,3-а станція Великого Фонтану,46.449966396803106,30.73936522006989,17-
798628,3-а станція Великого Фонтану,46.449681802651035,30.739638805389408,17
798788,вул. Леся Курбаса,46.430984036191035,30.74932157993317,17-
798758,вул. Тираспольська,46.47571785796302,30.723942518234256,21
798789,вул. Леся Курбаса,46.43062539630988,30.749632716178898,17
798629,4-а станція Великого Фонтану,46.44372716060841,30.742658972740177,17-
798630,4-а станція Великого Фонтану,46.443320550509064,30.742932558059696,17
798759,вул. Степова,46.464305059937026,30.712929368019108,21-
798632,5-а станція Люстдорфської дороги,46.4142252687468,30.72739183902741,26-
798792,вул. Михайла Болтенка,46.465871736550504,30.726951956748966,
798760,вул. Степова,46.46485192387723,30.713970065116886,21
798793,"Дитяча база відпочинку ""Мрія""",46.37600697089882,30.735459923744205,18
798634,5-а станція Великого Фонтану,46.43829681720108,30.745507478713993,17-
798761,вул. Майстрова,46.47596906777535,30.71815431118012,
798762,вул. Майстрова,46.47589887691513,30.71734964847565,
798794,Дитяча лікарня,46.383282718907736,30.716770291328434,26-
798763,вул. Старопортофранківська,46.475568,30.72308,5
798635,5-а станція Великого Фонтану,46.43742066616531,30.74606001377106,17
798636,6-а станція Великого Фонтану,46.43357208908041,30.7480663061142,17
798637,6-а станція Великого Фонтану,46.433597968988664,30.747926831245426,17-
798640,6-а ст. Люстдорфської дороги,46.405414,30.73055,26-
798643,7-а станція Великого Фонтану,46.42738274098374,30.75128495693207,17-
798796,"ТЦ ""Вузівський""",46.41071903217025,30.72857201099396,26
